ticket_id,subject,body,category,priority,sentiment,created_at,customer_tier,channel,text
TKT-1534,[Feature Request] Issue with would be nice - Ticket #1534,Incident: would be nice - We need API rate limiting controls for our enterprise use case. Impact: Multiple users affected.,Feature Request,Medium,Neutral,2024-02-16,Enterprise,Web Portal,[Feature Request] Issue with would be nice - Ticket #1534 Incident: would be nice - We need API rate limiting controls for our enterprise use case. Impact: Multiple users affected.
TKT-1535,[Account & Access] Issue with password - Ticket #1535,"Hi there, There was suspicious login activity from an unknown IP address. The issue is related to password. Thanks for your help.",Account & Access,Medium,Neutral,2024-08-04,Enterprise,Email,"[Account & Access] Issue with password - Ticket #1535 Hi there, There was suspicious login activity from an unknown IP address. The issue is related to password. Thanks for your help."
TKT-1536,[General Inquiry] Issue with guide - Ticket #1536,"Dear Support, Is there a training session available for new administrators? This involves guide. Looking forward to a quick resolution.",General Inquiry,Low,Positive,2024-09-20,Pro,Web Portal,"[General Inquiry] Issue with guide - Ticket #1536 Dear Support, Is there a training session available for new administrators? This involves guide. Looking forward to a quick resolution."
TKT-1537,[Technical Issue] Issue with deployment - Ticket #1537,"Help needed: deployment not functioning correctly. Search functionality returns incorrect results after the recent update.

Account ID: ACC-87603",Technical Issue,Medium,Neutral,2024-12-07,Enterprise,Email,"[Technical Issue] Issue with deployment - Ticket #1537 Help needed: deployment not functioning correctly. Search functionality returns incorrect results after the recent update.

Account ID: ACC-87603"
TKT-1538,[General Inquiry] Issue with onboarding - Ticket #1538,"Problem Report: onboarding failure. What are the best practices for organizing projects in the platform? Please escalate if needed.

Account ID: ACC-58632",General Inquiry,Medium,Neutral,2024-08-03,Enterprise,Web Portal,"[General Inquiry] Issue with onboarding - Ticket #1538 Problem Report: onboarding failure. What are the best practices for organizing projects in the platform? Please escalate if needed.

Account ID: ACC-58632"
TKT-1539,[Technical Issue] Issue with latency - Ticket #1539,"[latency] Database connection pool is exhausted, causing all requests to fail. Need immediate attention on this matter.",Technical Issue,Low,Neutral,2024-11-17,Pro,Chat,"[Technical Issue] Issue with latency - Ticket #1539 [latency] Database connection pool is exhausted, causing all requests to fail. Need immediate attention on this matter."
TKT-1540,[Technical Issue] Issue with connection - Ticket #1540,"Dear Support, Search functionality returns incorrect results after the recent update. This involves connection. Looking forward to a quick resolution.

Account ID: ACC-43332",Technical Issue,High,Very Negative,2024-03-27,Pro,Web Portal,"[Technical Issue] Issue with connection - Ticket #1540 Dear Support, Search functionality returns incorrect results after the recent update. This involves connection. Looking forward to a quick resolution.

Account ID: ACC-43332"
TKT-1541,[Feature Request] Issue with automation - Ticket #1541,"Dear Support, A dark mode option would greatly improve user experience. This involves automation. Looking forward to a quick resolution.
Environment: Production",Feature Request,Low,Neutral,2024-09-15,Pro,Email,"[Feature Request] Issue with automation - Ticket #1541 Dear Support, A dark mode option would greatly improve user experience. This involves automation. Looking forward to a quick resolution.
Environment: Production"
TKT-1542,[Service Outage] Issue with emergency maintenance - Ticket #1542,"Incident: emergency maintenance - SLA breach. The entire platform is down - all users are getting 503 errors. Impact: Multiple users affected.
Environment: Development",Service Outage,High,Very Negative,2024-07-25,Free,Web Portal,"[Service Outage] Issue with emergency maintenance - Ticket #1542 Incident: emergency maintenance - SLA breach. The entire platform is down - all users are getting 503 errors. Impact: Multiple users affected.
Environment: Development"
TKT-1543,[Account & Access] Issue with SSO - Ticket #1543,"Hi support team, I'm experiencing an issue with SSO. OAuth token expired and re-authentication loop keeps failing. Please help resolve this as soon as possible.
Environment: Staging",Account & Access,High,Very Negative,2024-10-23,Basic,Web Portal,"[Account & Access] Issue with SSO - Ticket #1543 Hi support team, I'm experiencing an issue with SSO. OAuth token expired and re-authentication loop keeps failing. Please help resolve this as soon as possible.
Environment: Staging"
TKT-1544,[Account & Access] Issue with account - Ticket #1544,"Dear Support, My 2FA device was lost and I cannot access my account. This involves account. Looking forward to a quick resolution.
Environment: Staging",Account & Access,Low,Positive,2024-05-11,Basic,Web Portal,"[Account & Access] Issue with account - Ticket #1544 Dear Support, My 2FA device was lost and I cannot access my account. This involves account. Looking forward to a quick resolution.
Environment: Staging"
TKT-1545,[Feature Request] Issue with improvement - Ticket #1545,"Hi support team, I'm experiencing an issue with improvement. Please add support for multi-currency in the billing module. Please help resolve this as soon as possible.",Feature Request,Low,Neutral,2024-11-20,Free,Email,"[Feature Request] Issue with improvement - Ticket #1545 Hi support team, I'm experiencing an issue with improvement. Please add support for multi-currency in the billing module. Please help resolve this as soon as possible."
TKT-1546,[Account & Access] Issue with authentication - Ticket #1546,Ticket: authentication - I forgot my password and the reset email is not arriving. Priority: High due to business impact.,Account & Access,Medium,Neutral,2024-06-17,Basic,Email,[Account & Access] Issue with authentication - Ticket #1546 Ticket: authentication - I forgot my password and the reset email is not arriving. Priority: High due to business impact.
TKT-1547,[Feature Request] Issue with dashboard - Ticket #1547,"Dear Support, An automated workflow builder would save our team significant time. This involves dashboard. Looking forward to a quick resolution.",Feature Request,Medium,Neutral,2024-08-30,Pro,Phone,"[Feature Request] Issue with dashboard - Ticket #1547 Dear Support, An automated workflow builder would save our team significant time. This involves dashboard. Looking forward to a quick resolution."
TKT-1548,[General Inquiry] Issue with onboarding - Ticket #1548,URGENT: onboarding problem detected. Could you provide documentation on how to set up webhooks? This is affecting our operations.,General Inquiry,Low,Positive,2024-08-30,Free,Chat,[General Inquiry] Issue with onboarding - Ticket #1548 URGENT: onboarding problem detected. Could you provide documentation on how to set up webhooks? This is affecting our operations.
TKT-1549,[Billing & Payments] Issue with plan - Ticket #1549,Ticket: plan - The discount code NEWYEAR50 was not applied to our recent purchase. Priority: High due to business impact.,Billing & Payments,Medium,Neutral,2024-02-01,Enterprise,Email,[Billing & Payments] Issue with plan - Ticket #1549 Ticket: plan - The discount code NEWYEAR50 was not applied to our recent purchase. Priority: High due to business impact.
TKT-1550,[General Inquiry] Issue with explain - Ticket #1550,Incident: explain - Could you provide documentation on how to set up webhooks? Impact: Multiple users affected.,General Inquiry,Low,Positive,2024-04-23,Pro,Email,[General Inquiry] Issue with explain - Ticket #1550 Incident: explain - Could you provide documentation on how to set up webhooks? Impact: Multiple users affected.
TKT-1551,[Billing & Payments] Issue with discount - Ticket #1551,Ticket: discount - payment failed. The automatic renewal failed and our service was suspended without warning. Priority: High due to business impact.,Billing & Payments,High,Negative,2024-11-15,Free,Web Portal,[Billing & Payments] Issue with discount - Ticket #1551 Ticket: discount - payment failed. The automatic renewal failed and our service was suspended without warning. Priority: High due to business impact.
TKT-1552,[Billing & Payments] Issue with cancel subscription - Ticket #1552,Ticket: cancel subscription - We were overcharged by $500 on last month's invoice. Priority: High due to business impact.,Billing & Payments,Low,Neutral,2024-02-21,Enterprise,Web Portal,[Billing & Payments] Issue with cancel subscription - Ticket #1552 Ticket: cancel subscription - We were overcharged by $500 on last month's invoice. Priority: High due to business impact.
TKT-1553,[Feature Request] Issue with request - Ticket #1553,"Hi there, Can you implement role-based access control with custom permissions? The issue is related to request. Thanks for your help.

Account ID: ACC-31058",Feature Request,Medium,Neutral,2024-05-10,Free,Email,"[Feature Request] Issue with request - Ticket #1553 Hi there, Can you implement role-based access control with custom permissions? The issue is related to request. Thanks for your help.

Account ID: ACC-31058"
